0,0,108.000000,126.000000
0,0,164.000000,126.000000
0,0,181.000000,136.000000
0,0,203.000000,164.000000
0,0,207.000000,200.000000
0,0,185.000000,229.000000
0,0,163.000000,243.000000
0,0,141.000000,250.000000
0,0,109.000000,246.000000
0,0,72.000000,211.000000
0,0,67.000000,193.000000
0,0,71.000000,164.000000
0,0,83.000000,143.000000
0,1,167.000000,127.000000
0,1,108.000000,126.000000
0,1,77.000000,151.000000
0,1,68.000000,175.000000
0,1,69.000000,203.000000
0,1,78.000000,221.000000
0,1,101.000000,242.000000
0,1,122.000000,250.000000
0,1,149.000000,248.000000
0,1,179.000000,234.000000
0,1,200.000000,214.000000
0,1,209.000000,192.000000
0,1,204.000000,166.000000
0,1,192.000000,146.000000
0,2,155.000000,121.000000
0,2,179.000000,131.000000
0,2,200.000000,153.000000
0,2,210.000000,177.000000
0,2,210.000000,199.000000
0,2,198.000000,220.000000
0,2,165.000000,245.000000
0,2,116.000000,251.000000
0,2,94.000000,240.000000
0,2,72.000000,216.000000
0,2,65.000000,195.000000
0,2,68.000000,165.000000
0,2,98.000000,127.000000
0,3,155.000000,121.000000
0,3,100.000000,126.000000
0,3,70.000000,159.000000
0,3,68.000000,208.000000
0,3,82.000000,230.000000
0,3,104.000000,247.000000
0,3,134.000000,253.000000
0,3,165.000000,245.000000
0,3,188.000000,231.000000
0,3,208.000000,205.000000
0,3,211.000000,183.000000
0,3,201.000000,154.000000
0,3,180.000000,131.000000
0,4,130.000000,96.000000
0,4,156.000000,88.000000
0,4,180.000000,86.000000
0,4,202.000000,133.000000
0,4,187.000000,106.000000
0,4,181.000000,86.000000
0,4,161.000000,87.000000
0,5,144.000000,18.000000
0,5,145.000000,17.000000
0,5,146.000000,18.000000
0,5,145.000000,19.000000
0,6,6.000000,2.000000
0,6,109.000000,9.000000
0,6,101.000000,118.000000
0,6,53.000000,120.000000
0,6,3.000000,111.000000
0,7,3.000000,0.000000
0,7,5.000000,2.000000
0,7,4.000000,3.000000
0,7,4.000000,9.000000
0,7,3.000000,10.000000
0,7,3.000000,19.000000
0,7,2.000000,20.000000
0,7,0.000000,18.000000
0,7,1.000000,17.000000
0,7,1.000000,8.000000
0,7,2.000000,7.000000
0,7,2.000000,1.000000
0,8,229.000000,0.000000
0,8,226.000000,24.000000
0,8,216.000000,51.000000
0,8,262.000000,71.000000
0,8,216.000000,50.000000
0,8,225.000000,28.000000
0,9,140.000000,11.000000
0,9,165.000000,57.000000
0,9,126.000000,99.000000
0,9,178.000000,88.000000
0,9,206.000000,139.000000
0,9,210.000000,85.000000
0,9,262.000000,74.000000
0,9,210.000000,84.000000
0,9,205.000000,139.000000
0,9,178.000000,88.000000
0,9,126.000000,98.000000
0,9,165.000000,57.000000
0,9,143.000000,16.000000
0,9,167.000000,59.000000
0,9,133.000000,93.000000
0,9,167.000000,60.000000
0,9,146.000000,18.000000
0,9,191.000000,41.000000
0,9,225.000000,5.000000
0,9,213.000000,53.000000
0,9,257.000000,73.000000
0,9,208.000000,82.000000
0,9,204.000000,133.000000
0,9,208.000000,83.000000
0,9,257.000000,74.000000
0,9,213.000000,52.000000
0,9,226.000000,5.000000
0,9,191.000000,40.000000
0,9,140.000000,12.000000
0,9,190.000000,38.000000
0,9,226.000000,0.000000
0,9,189.000000,38.000000
0,10,3.000000,0.000000
0,10,3.000000,112.000000
0,10,103.000000,117.000000
0,10,110.000000,11.000000
0,10,46.000000,2.000000
0,10,112.000000,8.000000
0,10,103.000000,120.000000
0,10,0.000000,111.000000
0,10,104.000000,120.000000
0,10,111.000000,6.000000
